Accession	Taxid	Species_NCBI	Species_ICTV	Segment	Sequence_Type	Category	Topology	Molecule_type	Molecule_Type2	Length	Nuc_Completeness	GenBank_Title	Geo_Location	USA	Host	Isolation_Source	Collection_Date	Release_Date	NCBI_Status	Virus name(s)	VMR_Species	VMR_Family	VMR_Genus	Virus GENBANK accession	Genome coverage
MT036046.1	2802549	Camellia yellow ringspot virus	Camellia yellow ringspot virus	RNA1	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	5322	partial	Camellia yellow ringspot virus isolate L16 segment RNA1, complete sequence	China		Camellia japonica		2017-07-08	2020-03-01							
MT036047.1	2802549	Camellia yellow ringspot virus	Camellia yellow ringspot virus	RNA2	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	2251	partial	Camellia yellow ringspot virus isolate L16 segment RNA2, complete sequence	China		Camellia japonica		2017-07-08	2020-03-01							
MT040095.1	2802541	Camellia chlorotic ringspot virus	Camellia chlorotic ringspot virus	RNA1	GenBank	Segmented_Complete	linear	ssRNA(-)	RNA	7115	complete	Camellia chlorotic ringspot virus isolate JX1 clone C3732 segment RNA1, complete sequence	China		Camellia japonica		2016-09	2020-03-01							
MT040097.1	2802541	Camellia chlorotic ringspot virus	Camellia chlorotic ringspot virus	RNA2	GenBank	Segmented_Complete	linear	ssRNA(-)	RNA	2071	complete	Camellia chlorotic ringspot virus isolate JX1 clone C14191 segment RNA2, complete sequence	China		Camellia japonica		2016-09	2020-03-01							
MT040099.1	2802541	Camellia chlorotic ringspot virus	Camellia chlorotic ringspot virus	RNA3	GenBank	Segmented_Complete	linear	ssRNA(-)	RNA	1373	complete	Camellia chlorotic ringspot virus isolate JX1 clone C2828 segment RNA3, complete sequence	China		Camellia japonica		2016-09	2020-03-01							
MT040101.1	2802541	Camellia chlorotic ringspot virus	Camellia chlorotic ringspot virus	RNA4	GenBank	Segmented_Complete	linear	ssRNA(-)	RNA	1351	complete	Camellia chlorotic ringspot virus isolate JX1 clone C162 segment RNA4, complete sequence	China		Camellia japonica		2016-09	2020-03-01							
MT040103.1	2802541	Camellia chlorotic ringspot virus	Camellia chlorotic ringspot virus	RNA5	GenBank	Segmented_Complete	linear	ssRNA(-)	RNA	1433	complete	Camellia chlorotic ringspot virus isolate JX1 clone C14 segment RNA5, complete sequence	China		Camellia japonica		2016-09	2020-03-01							
LR742461.1	2681381	Aspen mosaic-associated virus	Emaravirus populi		GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	7106	partial	Aspen mosaic-associated virus viral cRNA for RNA-dependent RNA polymerase (RdRp gene), isolate E55089	Sweden:Fossum		Populus tremula	plant leaf	2016	2020-01-09		aspen mosaic-associated virus	Emaravirus populi	Fimoviridae	Emaravirus	RNA1: LR742461; RNA2: LR742462; RNA3: LR742463; RNA4: LR742464; RNA5: LR742465	Coding-complete genome
MN203153.1	2692408	Papaya comovirus	Papaya comovirus	RNA 1	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+)	RNA	6268	complete	Papaya comovirus isolate PCV-1.PC-W segment RNA 1, complete sequence	Mexico		Spermatophyta	plant leaf	2014-09-24	2020-01-08		papaya comovirus	Comovirus caricae	Secoviridae	Comovirus	RNA1: MN203153; RNA2: MN203154	Coding-complete genome
MN203154.1	2692408	Papaya comovirus	Papaya comovirus	RNA 2	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+)	RNA	3556	complete	Papaya comovirus isolate PCV-2.PC-W segment RNA 2, complete sequence	Mexico		Spermatophyta	plant leaf	2014-09-24	2020-01-08		papaya comovirus	Comovirus caricae	Secoviridae	Comovirus	RNA1: MN203153; RNA2: MN203154	Coding-complete genome
MN203166.1	2692409	Papaya begomovirus 1	Papaya begomovirus 1	DNA-A	GenBank	Segmented_Complete	linear	ssDNA(+/-)	DNA	2804	complete	Papaya begomovirus 1 isolate PapBV-1A.CD-PS segment DNA-A, complete sequence	Mexico		Carica papaya		2014-09-23	2020-01-08							
MN203167.1	2692410	Papaya begomovirus 2	Papaya begomovirus 2	DNA-A	GenBank	Segmented_Complete	linear	ssDNA(+/-)	DNA	2780	complete	Papaya begomovirus 2 isolate PapBV-2A.PC-PS segment DNA-A, complete sequence	Mexico		Carica papaya		2014-09-24	2020-01-08							
MK920409.1	341712	Chili leaf curl Pakistan virus	Chili leaf curl Pakistan virus	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2759	complete	Chili leaf curl Pakistan virus isolate MM22P2 segment DNA-A, complete sequence	Myanmar		Piperaceae		2017-07-18	2019-12-15							
MK920410.1	3426878	Begomovirus myanmarense	Begomovirus myanmarense	DNA-A	GenBank/ICTV	Segmented_Complete	circular	ssDNA(+/-)	DNA	2762	complete	Begomovirus myanmarense isolate MM16P1, complete genome	Myanmar		Piperaceae		2017-07-18	2019-12-15		tobacco curly shoot Myanmar virus	Begomovirus myanmarense	Geminiviridae	Begomovirus	DNA-A: MK920410	Complete genome
MK920411.1	2683027	Tobacco curly shoot virus-Myanmar	Begomovirus nicotianae	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2762	complete	Tobacco curly shoot virus-Myanmar isolate MM27P2, complete genome	Myanmar		Piperaceae		2017-07-18	2019-12-15		tobacco curly shoot virus		Geminiviridae	Begomovirus		
MH998151.1	2419504	Squash leaf curl Thailand virus	Squash leaf curl Thailand virus	DNA-B	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2706	complete	Squash leaf curl Thailand virus isolate Me-MS-9 segment DNA-B, complete sequence	Thailand		Cucurbitaceae		2015-12	2019-11-09							
MH988457.1	3232063	Papaya leaf curl Lucknow virus 1	Begomovirus caricaprimi	DNA-A	GenBank/ICTV	Segmented_Complete	circular	ssDNA(+/-)	DNA	2754	complete	Papaya severe leaf curl virus 1 isolate PSB-8 segment DNA-A, complete sequence	India: Lucknow		Carica papaya	plant leaf	2014-07	2019-11-01		papaya severe leaf curl virus 1	Begomovirus caricaprimi	Geminiviridae	Begomovirus	DNA-A: MH988457	Complete genome
MH988458.1	3232064	Papaya leaf curl Lucknow virus 2	Begomovirus caricasecundi	DNA-A	GenBank/ICTV	Segmented_Complete	circular	ssDNA(+/-)	DNA	2754	complete	Papaya severe leaf curl virus 2 isolate PSB-14 segment DNA-A, complete sequence	India: Lucknow		Carica papaya	plant leaf	2014-07	2019-11-01		papaya severe leaf curl virus 2	Begomovirus caricasecundi	Geminiviridae	Begomovirus	DNA-A: MH988458	Complete genome
MK602171.1	2847032	Actinidia virus 2	Emaravirus kiwii	RNA1	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	RNA	7079	partial	Actinidia virus 2 isolate YD segment RNA1 RNA-dependent RNA polymerase gene, complete cds	China		Actinidia deliciosa		2016-06	2019-10-22		Actinidia virus 2	Emaravirus kiwii	Fimoviridae	Emaravirus	RNA1: MK602171; RNA2: MK602172; RNA3: MK602173; RNA4: MK602174; RNA5: MK602175; RNA6: MK602176	Coding-complete genome
MK602172.1	2847032	Actinidia virus 2	Emaravirus kiwii	RNA2	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	RNA	2252	partial	Actinidia virus 2 isolate YD segment RNA2 glycoprotein gene, complete cds	China		Actinidia deliciosa		2016-06	2019-10-22		Actinidia virus 2	Emaravirus kiwii	Fimoviridae	Emaravirus	RNA1: MK602171; RNA2: MK602172; RNA3: MK602173; RNA4: MK602174; RNA5: MK602175; RNA6: MK602176	Coding-complete genome
MK602173.1	2847032	Actinidia virus 2	Emaravirus kiwii	RNA3	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	RNA	1387	partial	Actinidia virus 2 isolate YD segment RNA3 nucleocapsid protein gene, complete cds	China		Actinidia deliciosa		2016-06	2019-10-22		Actinidia virus 2	Emaravirus kiwii	Fimoviridae	Emaravirus	RNA1: MK602171; RNA2: MK602172; RNA3: MK602173; RNA4: MK602174; RNA5: MK602175; RNA6: MK602176	Coding-complete genome
MK602174.1	2847032	Actinidia virus 2	Emaravirus kiwii	RNA4	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	RNA	1514	partial	Actinidia virus 2 isolate YD segment RNA4 movement protein gene, complete cds	China		Actinidia deliciosa		2016-06	2019-10-22		Actinidia virus 2	Emaravirus kiwii	Fimoviridae	Emaravirus	RNA1: MK602171; RNA2: MK602172; RNA3: MK602173; RNA4: MK602174; RNA5: MK602175; RNA6: MK602176	Coding-complete genome
MK602175.1	2847032	Actinidia virus 2	Emaravirus kiwii	RNA5	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	RNA	1744	partial	Actinidia virus 2 isolate YD segment RNA5 P5 gene, complete cds	China		Actinidia deliciosa		2016-06	2019-10-22		Actinidia virus 2	Emaravirus kiwii	Fimoviridae	Emaravirus	RNA1: MK602171; RNA2: MK602172; RNA3: MK602173; RNA4: MK602174; RNA5: MK602175; RNA6: MK602176	Coding-complete genome
MK602176.1	2847032	Actinidia virus 2	Emaravirus kiwii	RNA6	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	RNA	1233	partial	Actinidia virus 2 isolate YD segment RNA6 P6 gene, complete cds	China		Actinidia deliciosa		2016-06	2019-10-22		Actinidia virus 2	Emaravirus kiwii	Fimoviridae	Emaravirus	RNA1: MK602171; RNA2: MK602172; RNA3: MK602173; RNA4: MK602174; RNA5: MK602175; RNA6: MK602176	Coding-complete genome
MK087038.1	2596650	Tomato interveinal chlorosis virus-2	Tomato interveinal chlorosis virus-2	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2627	complete	Tomato interveinal chlorosis virus-2 isolate Luziania-GO segment DNA-A, complete sequence	Brazil		Solanum lycopersicum		2015-03	2019-08-28							
MK087039.1	2596650	Tomato interveinal chlorosis virus-2	Tomato interveinal chlorosis virus-2	DNA-B	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2587	complete	Tomato interveinal chlorosis virus-2 isolate Luziania-GO segment DNA-B, complete sequence	Brazil		Solanum lycopersicum		2015-03	2019-08-28							
MH577037.1	2601257	Tomato leaf curl Mumbai virus	Tomato leaf curl Mumbai virus	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2771	complete	Tomato leaf curl Mumbai virus clone pBamM9 segment DNA-A, complete sequence	India: Mumbai, Maharashtra		Solanum lycopersicum	plant leaf	2016-01-16	2019-08-25							
MH760456.1	756759	Okra leaf curl betasatellite	Betasatellite abelmoschusinvolutionis	Betasatellite	GenBank	Segmented_Complete	circular	ssDNA	DNA	1358	complete	Okra leaf curl betasatellite clone ssr31, complete sequence	Pakistan		Gossypium thurberi		2015-07	2019-08-01		Okra leaf curl betasatellite		Tolecusatellitidae	Betasatellite		
MH760467.1	1112202	Papaya leaf curl alphasatellite	Papaya leaf curl alphasatellite	Alphasatellite	GenBank	Segmented_Complete	circular	ssDNA	DNA	1368	complete	Papaya leaf curl alphasatellite clone ssr47, complete sequence	Pakistan		Gossypium mustelinum		2015-07	2019-08-01							
MN013784.1	3426948	Begomovirus sp. 'sidaflavusfolii'	Begomovirus sidaflavusfolii	DNA-A	GenBank/ICTV	Segmented_Complete	circular	ssDNA(+/-)	DNA	2635	complete	Begomovirus sidaflavusfolii isolate SiChLV/Colima, complete genome	Mexico		Sida		2018-08	2019-07-15		Sida chlorotic leaf virus	Begomovirus sidapallidi	Geminiviridae	Begomovirus	DNA-A: MN013784; DNA-B: MN013785	Complete genome
MN013786.1	2593922	Cucumber chlorotic leaf virus	Begomovirus cucumis	DNA-A	GenBank/ICTV	Segmented_Complete	circular	ssDNA(+/-)	DNA	2627	complete	Cucumber chlorotic leaf virus isolate CuChLV/Colima segment DNA-A, complete sequence	Mexico		Cucumis sativus		2018-08	2019-07-15		cucumber chlorotic leaf virus	Begomovirus cucumis	Geminiviridae	Begomovirus	DNA-A: MN013786; DNA-B: MN013787	Complete genome
MN013787.1	2593922	Cucumber chlorotic leaf virus	Begomovirus cucumis	DNA-B	GenBank/ICTV	Segmented_Complete	circular	ssDNA(+/-)	DNA	2599	complete	Cucumber chlorotic leaf virus isolate CuChLV/Colima segment DNA-B, complete sequence	Mexico		Cucumis sativus		2018-08	2019-07-15		cucumber chlorotic leaf virus	Begomovirus cucumis	Geminiviridae	Begomovirus	DNA-A: MN013786; DNA-B: MN013787	Complete genome
MH323432.1	2802552	Green Sichuan pepper idaeovirus	Green Sichuan pepper idaeovirus	RNA1	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	5447	complete	Green Sichuan pepper idaeovirus isolate ZPI1 segment RNA1, complete sequence	China		Zanthoxylum		2017-06	2019-06-01							
MH323433.1	2802552	Green Sichuan pepper idaeovirus	Green Sichuan pepper idaeovirus	RNA2	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	2234	complete	Green Sichuan pepper idaeovirus isolate ZPI1 segment RNA2, complete sequence	China		Zanthoxylum		2017-06	2019-06-01							
MK059414.1	375009	East African cassava mosaic virus (Uganda variant)	Begomovirus manihotisafricaense	DNA-A	GenBank	Segmented_Complete	linear	ssDNA(+/-)	DNA	2799	partial	East African cassava mosaic virus (Uganda variant) isolate EACMVUG_2W segment DNA-A, complete sequence						2019-05-22		East African cassava mosaic virus-Malawi		Geminiviridae	Begomovirus		
MK440293.1	1077859	Tomato chlorotic leaf distortion virus	Begomovirus solanumpallidicontorsionis	DNA-A	GenBank	Segmented_Complete	linear	ssDNA(+/-)	DNA	2623	partial	Tomato chlorotic leaf distortion virus isolate Be6.7H segment DNA-A, complete sequence	Venezuela		Solanum lycopersicum		2005-07-22	2019-05-04		tomato chlorotic leaf distortion virus		Geminiviridae	Begomovirus		
MK440294.1	1077859	Tomato chlorotic leaf distortion virus	Begomovirus solanumpallidicontorsionis	DNA-B	GenBank	Segmented_Complete	linear	ssDNA(+/-)	DNA	2608	partial	Tomato chlorotic leaf distortion virus isolate Be1.1B segment DNA-B, complete sequence	Venezuela		Solanum lycopersicum		2005-07-22	2019-05-04		tomato chlorotic leaf distortion virus		Geminiviridae	Begomovirus		
MK087124.1	3426896	Begomovirus passiflorae	Begomovirus passiflorae	DNA-A	GenBank/ICTV	Segmented_Complete	linear	ssDNA(+/-)	DNA	2752	partial	Begomovirus passiflorae isolate PF1 segment DNA-A pre-coat protein (AV2), coat protein (AV1), replication enhancer protein (AC3), transcription activator protein (AC2), replication initiator protein (AC1), and AC4 (AC4) genes, complete cds	India: Karnataka,Madikeri		Passiflora edulis	plant leaf	2018	2019-04-28		passionfruit leaf curl virus	Begomovirus passiflorae	Geminiviridae	Begomovirus	DNA-A: MK087124	Complete genome
MH816961.1	885379	Tomato leaf curl Bangladesh betasatellite	Betasatellite solanibangladeshense	betasatellite	GenBank	Segmented_Complete	linear	ssDNA	DNA	1376	partial	Tomato leaf curl Bangladesh betasatellite isolate Ch1 segment betasatellite, complete sequence	India:Karnataka,Chikkabalapur		Chrysanthemum	plant leaf	2018	2019-04-21		tomato leaf curl Bangladesh betasatellite		Tolecusatellitidae	Betasatellite		
MH779495.1	2563490	Chilli yellow ringspot virus	Chilli yellow ringspot virus	S	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+/-)	RNA	3428	partial	Chilli yellow ringspot virus isolate 14YV855 segment S, complete sequence	China		Solanum lycopersicum		2014-11-13	2019-04-20		chilli yellow ringspot virus isolate	Orthotospovirus capsiciflavianuli	Tospoviridae	Orthotospovirus	L: MH779497; M: MH779496; S: MH779495	Complete genome
MH779496.1	2563490	Chilli yellow ringspot virus	Chilli yellow ringspot virus	M	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+/-)	RNA	4781	partial	Chilli yellow ringspot virus isolate 14YV855 segment M, complete sequence	China		Solanum lycopersicum		2014-11-13	2019-04-20		chilli yellow ringspot virus isolate	Orthotospovirus capsiciflavianuli	Tospoviridae	Orthotospovirus	L: MH779497; M: MH779496; S: MH779495	Complete genome
MH779497.1	2563490	Chilli yellow ringspot virus	Chilli yellow ringspot virus	L	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+/-)	RNA	8917	partial	Chilli yellow ringspot virus isolate 14YV855 segment L, complete sequence	China		Solanum lycopersicum		2014-11-13	2019-04-20		chilli yellow ringspot virus isolate	Orthotospovirus capsiciflavianuli	Tospoviridae	Orthotospovirus	L: MH779497; M: MH779496; S: MH779495	Complete genome
MH137740.1	2567950	Citrus leaf flecking-associated virus	Citrus leaf flecking-associated virus	RNA1	GenBank	Segmented_Complete	linear	RNA	RNA	6674	complete	Citrus leaf flecking-associated virus isolate UN7 segment RNA1, complete sequence	China		Citrus			2019-04-17							
MH137741.1	2567950	Citrus leaf flecking-associated virus	Citrus leaf flecking-associated virus	RNA2	GenBank	Segmented_Complete	linear	RNA	RNA	2703	complete	Citrus leaf flecking-associated virus isolate UN7 segment RNA2, complete sequence	China		Citrus			2019-04-17							
MH380003.1	223344	Tomato leaf curl Bangladesh virus	Begomovirus solanumbangladeshense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2760	complete	Tomato leaf curl Bangladesh virus isolate ToLCBV-[BD:Gaz:17:Papaya:2016], complete sequence	Bangladesh		Carica papaya	plant leaf	2016-12-26	2019-04-14		tomato leaf curl Bangladesh virus		Geminiviridae	Begomovirus		
MH814756.1	2562459	Camellia oleifera cryptic virus 1	Camellia oleifera cryptic virus 1	dsRNA1	GenBank	Segmented_Complete	linear	dsRNA	RNA	1712	complete	Camellia oleifera cryptic virus 1 isolate PXCS5 segment dsRNA1, complete sequence			Camellia oleifera			2019-04-03							
MH814757.1	2562459	Camellia oleifera cryptic virus 1	Camellia oleifera cryptic virus 1	dsRNA2	GenBank	Segmented_Complete	linear	dsRNA	RNA	1504	complete	Camellia oleifera cryptic virus 1 isolate PXCS5 segment dsRNA2, complete sequence			Camellia oleifera			2019-04-03							
MH814758.1	2562459	Camellia oleifera cryptic virus 1	Camellia oleifera cryptic virus 1	dsRNA3	GenBank	Segmented_Complete	linear	dsRNA	RNA	1353	complete	Camellia oleifera cryptic virus 1 isolate PXCS5 segment dsRNA3, complete sequence			Camellia oleifera			2019-04-03							
MH940242.1	40687	Peanut bud necrosis virus	Orthotospovirus arachinecrosis	S	GenBank	Segmented_Complete	linear	ssRNA(+/-)	RNA	3057	complete	Peanut bud necrosis virus isolate BL-C segment S, complete sequence	India: Bangalore		Capsicum annuum	plant leaf	2015-06-15	2019-03-20		groundnut bud necrosis virus		Tospoviridae	Orthotospovirus		
MH427861.1	3052584	Orthotospovirus tomatoflavi	Orthotospovirus tomatoflavi	L	GenBank	Segmented_Complete	linear	ssRNA(+/-)	RNA	8873	complete	Orthotospovirus tomatoflavi isolate Haiti segment L, complete sequence	Haiti		Arachis hypogaea		2015-09-20	2019-03-13		tomato cholorotic spot virus		Tospoviridae	Orthotospovirus		
MH427862.1	3052584	Orthotospovirus tomatoflavi	Orthotospovirus tomatoflavi	M	GenBank	Segmented_Complete	linear	ssRNA(+/-)	RNA	4847	complete	Orthotospovirus tomatoflavi isolate Haiti segment M, complete sequence	Haiti		Arachis hypogaea		2015-09-20	2019-03-13		tomato cholorotic spot virus		Tospoviridae	Orthotospovirus		
MH427863.1	3052584	Orthotospovirus tomatoflavi	Orthotospovirus tomatoflavi	S	GenBank	Segmented_Complete	linear	ssRNA(+/-)	RNA	3311	complete	Orthotospovirus tomatoflavi isolate Haiti segment S, complete sequence	Haiti		Arachis hypogaea		2015-09-20	2019-03-13		tomato cholorotic spot virus		Tospoviridae	Orthotospovirus		
MH457190.1	2056567	Jamaica yellow mosaic virus	Jamaica yellow mosaic virus	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2629	complete	Jamaica yellow mosaic virus isolate Ayu1 segment DNA-A, complete sequence	Mexico		Hibiscus sabdariffa		2015	2019-03-09							
MH457191.1	2056567	Jamaica yellow mosaic virus	Jamaica yellow mosaic virus	DNA-B	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2532	complete	UNVERIFIED_ASMBLY: Jamaica yellow mosaic virus isolate Ayu1 nuclear shuttle protein-like gene, complete sequence	Mexico		Hibiscus sabdariffa		2015	2019-03-09							
MH460532.1	260378	Pepper yellow vein Mali virus	Begomovirus capsicummaliense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2779	complete	Pepper yellow vein Mali virus isolate Cote d'Ivoire: FerkeCI11_1:2017 segment DNA-A, complete sequence	Cote d'Ivoire		Solanum melongena		2017-03-03	2019-02-20		pepper yellow vein Mali virus		Geminiviridae	Begomovirus		
MH479772.1	2518596	Cucumis melo cryptic virus	Cucumis melo cryptic virus	RNA1	GenBank	Segmented_Complete	linear	dsRNA	RNA	1592	complete	Cucumis melo cryptic virus isolate CmCV-HLJ segment RNA1, complete sequence	China		Cucumis melo		2017-07	2019-02-19							
MH479773.1	2518596	Cucumis melo cryptic virus	Cucumis melo cryptic virus	RNA2	GenBank	Segmented_Complete	linear	dsRNA	RNA	1715	complete	Cucumis melo cryptic virus isolate CmCV-HLJ segment RNA2, complete sequence	China		Cucumis melo		2017-07	2019-02-19							
MH727572.1	2848035	pistacia virus B	Emaravirus pistaciae	RNA1	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	7027	partial	Pistacia virus B isolate 55 segment RNA1 RNA replicase p1 gene, complete cds	Turkey		Pistacia vera		2017-06-10	2019-01-24		Pistacia virus B	Emaravirus pistaciae	Fimoviridae	Emaravirus	RNA1: MH727572; RNA2: MH727573; RNA3: MH727574; RNA4: MH727575; RNA5a: MH727576; RNA5b: MH727577; RNA6: MH727578; RNA7: MH727579	Complete genome
MH727573.1	2848035	pistacia virus B	Emaravirus pistaciae	RNA2	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	2245	partial	Pistacia virus B isolate 55 segment RNA2 glycoprotein precursor p2 gene, complete cds	Turkey		Pistacia vera		2017-06-10	2019-01-24		Pistacia virus B	Emaravirus pistaciae	Fimoviridae	Emaravirus	RNA1: MH727572; RNA2: MH727573; RNA3: MH727574; RNA4: MH727575; RNA5a: MH727576; RNA5b: MH727577; RNA6: MH727578; RNA7: MH727579	Complete genome
MH727574.1	2848035	pistacia virus B	Emaravirus pistaciae	RNA3	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	1525	partial	Pistacia virus B isolate 55 segment RNA3 nucleocapsid protein p3 gene, complete cds	Turkey		Pistacia vera		2017-06-10	2019-01-24		Pistacia virus B	Emaravirus pistaciae	Fimoviridae	Emaravirus	RNA1: MH727572; RNA2: MH727573; RNA3: MH727574; RNA4: MH727575; RNA5a: MH727576; RNA5b: MH727577; RNA6: MH727578; RNA7: MH727579	Complete genome
MH727575.1	2848035	pistacia virus B	Emaravirus pistaciae	RNA4	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	1550	partial	Pistacia virus B isolate 55 segment RNA4 putative MP p4 gene, complete cds	Turkey		Pistacia vera		2017-06-10	2019-01-24		Pistacia virus B	Emaravirus pistaciae	Fimoviridae	Emaravirus	RNA1: MH727572; RNA2: MH727573; RNA3: MH727574; RNA4: MH727575; RNA5a: MH727576; RNA5b: MH727577; RNA6: MH727578; RNA7: MH727579	Complete genome
MH727576.1	2848035	pistacia virus B	Emaravirus pistaciae	RNA5a	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	1716	partial	Pistacia virus B isolate 55 segment RNA5a p5 variant A gene, complete cds	Turkey		Pistacia vera		2017-06-10	2019-01-24		Pistacia virus B	Emaravirus pistaciae	Fimoviridae	Emaravirus	RNA1: MH727572; RNA2: MH727573; RNA3: MH727574; RNA4: MH727575; RNA5a: MH727576; RNA5b: MH727577; RNA6: MH727578; RNA7: MH727579	Complete genome
MH727577.1	2848035	pistacia virus B	Emaravirus pistaciae	RNA5b	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	1711	partial	Pistacia virus B isolate 55 segment RNA5b p5 variant B gene, complete cds	Turkey		Pistacia vera		2017-06-10	2019-01-24		Pistacia virus B	Emaravirus pistaciae	Fimoviridae	Emaravirus	RNA1: MH727572; RNA2: MH727573; RNA3: MH727574; RNA4: MH727575; RNA5a: MH727576; RNA5b: MH727577; RNA6: MH727578; RNA7: MH727579	Complete genome
MH727578.1	2848035	pistacia virus B	Emaravirus pistaciae	RNA6	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	1340	partial	Pistacia virus B isolate 55 segment RNA6 p6 protein gene, complete cds	Turkey		Pistacia vera		2017-06-10	2019-01-24		Pistacia virus B	Emaravirus pistaciae	Fimoviridae	Emaravirus	RNA1: MH727572; RNA2: MH727573; RNA3: MH727574; RNA4: MH727575; RNA5a: MH727576; RNA5b: MH727577; RNA6: MH727578; RNA7: MH727579	Complete genome
MH727579.1	2848035	pistacia virus B	Emaravirus pistaciae	RNA7	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	1709	partial	Pistacia virus B isolate 55 segment RNA7 p7 protein gene, complete cds	Turkey		Pistacia vera		2017-06-10	2019-01-24		Pistacia virus B	Emaravirus pistaciae	Fimoviridae	Emaravirus	RNA1: MH727572; RNA2: MH727573; RNA3: MH727574; RNA4: MH727575; RNA5a: MH727576; RNA5b: MH727577; RNA6: MH727578; RNA7: MH727579	Complete genome
MH998210.1	2171759	Cherry virus F	Fabavirus avii	RNA1	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+)	RNA	6166	complete	Cherry virus F isolate Stac-3B_C12 segment RNA1, complete sequence	Canada: Okanagan Valley, British Columbia		Prunus avium	plant leaf	2016-06-06	2019-01-15		cherry virus F	Fabavirus avii	Secoviridae	Fabavirus	RNA1: MH998210; RNA2: MH998217	Coding-complete genome
MH998217.1	2171759	Cherry virus F	Fabavirus avii	RNA2	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+)	RNA	4083	complete	Cherry virus F isolate Stac-3B_c8 segment RNA2, complete sequence	Canada: Okanagan Valley, British Columbia		Prunus avium	plant leaf	2016-06-06	2019-01-15		cherry virus F	Fabavirus avii	Secoviridae	Fabavirus	RNA1: MH998210; RNA2: MH998217	Coding-complete genome
KY113159.1	2058090	Red clover torradovirus 1	Red clover torradovirus 1	RNA1	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	7112	complete	Red clover torradovirus 1 isolate HZ2 segment RNA1, complete sequence	Czech Republic		Trifolium pratense	plant leaf	2015-12-04	2018-12-31							
KY113160.1	2058090	Red clover torradovirus 1	Red clover torradovirus 1	RNA2	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	4786	complete	Red clover torradovirus 1 isolate HZ2 segment RNA2, complete sequence	Czech Republic		Trifolium pratense	plant leaf	2015-12-04	2018-12-31							
KY451034.1	2057938	Arracacha latent virus C	Arracacha latent virus C	RNA1	GenBank/ICTV	Segmented_CDS_Fragment	linear	ssRNA(+)	RNA	7461	partial	Arracacha latent virus C isolate Ayacucho1 ORF 1a/1b fusion polyprotein and ORF 1a genes, partial cds; and hypothetical protein gene, complete cds	Peru		Arracacia xanthorrhiza			2018-12-31		arracacha latent virus C	Crinivirus arracaciae	Closteroviridae	Crinivirus	RNA1: KY451034; RNA2: KY451035	Coding-complete genome
KY451035.1	2057938	Arracacha latent virus C	Arracacha latent virus C	RNA2	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+)	RNA	7305	partial	Arracacha latent virus C isolate Ayacucho1 heat shock 70-kDa protein, hypothetical protein, coat protein, minor coat protein, and hypothetical protein genes, complete cds	Peru		Arracacia xanthorrhiza			2018-12-31		arracacha latent virus C	Crinivirus arracaciae	Closteroviridae	Crinivirus	RNA1: KY451034; RNA2: KY451035	Coding-complete genome
